# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
04605453021105;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021112;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021129;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021136;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021143;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021150;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021167;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021174;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021181;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021198;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021204;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021211;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021228;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021235;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021242;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021259;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021266;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021297;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021303;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021310;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021327;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021334;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021341;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021358;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021365;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021372;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021389;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021396;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021402;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021419;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021426;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021433;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021440;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021457;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021464;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021471;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021488;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021495;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021501;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021518;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021532;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021549;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021556;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021563;Декскетопрофен;Декскетопрофен;INJECTION;25;MG
04605453021587;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021594;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021617;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021624;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021631;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021662;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021679;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021686;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021693;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021716;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021723;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021730;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021747;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021754;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021761;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021778;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021785;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021792;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453021938;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022003;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022010;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022027;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022034;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022041;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022058;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022065;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022072;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022089;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022102;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022119;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022126;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022133;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022140;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022157;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022164;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022171;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022188;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022195;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022201;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022218;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022225;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022232;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022249;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022256;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022263;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022287;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022294;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022324;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022331;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022348;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022355;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022362;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022386;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022393;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022409;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022416;Гидроксиэтилкрахмал 130;Гидроксиэтилкрахмал;INJECTION;;
04605453022553;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022560;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022584;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022607;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022614;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022621;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022652;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022669;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022676;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022683;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022690;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022706;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022713;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022720;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022737;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022744;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022751;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022775;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022782;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022799;Дексаметазон;Дексаметазон;INJECTION;4;MG
04605453022898;Йопромид;Йопромид;INJECTION;300;MG
04605453022911;Йопромид;Йопромид;INJECTION;300;MG
04605453023093;Реополиглюкин-40-Эском;Декстран [ср. Мол. Масса 35000-45000];INJECTION;100;MG
04605453023109;Йопромид;Йопромид;INJECTION;300;MG
04605453023130;Реополиглюкин-40-Эском;Декстран [ср. Мол. Масса 35000-45000];INJECTION;100;MG
04605453023178;Реополиглюкин-40-Эском;Декстран [ср. Мол. Масса 35000-45000];INJECTION;100;MG
04605453023185;Реополиглюкин-40-Эском;Декстран [ср. Мол. Масса 35000-45000];INJECTION;100;MG
